Id_Atenci¢n;Fecha;Hora_Acceso1;Turno;Posic1;delta1;deltaMinuto1;Desp1;delta2;HoraFechaPos1;HoraFechaDesp1;deltafecha2;Responsable;Tipo_carga;Min_Espera_O1;Min_Atenci¢n_O1;SUMA_ATENCION_O1_delta_3;Responsable_O1;Min_Atenci¢n_O2_delta_4;Responsable_O2;Min_port_salida_delta_5
254;27-01-2017;11:17:00;T1;11:18:32;0:01:32;1.53333;11:19:22;0:00:50;27-01-17 11:18:32;27-01-17 11:19:22;0.83333334;Inv1;Medicamentos;0.08;3.45;3.53;Inv4;17.25;Inv5;0.35
256;27-01-2017;11:21:00;T1;11:22:10;0:01:10;1.16667;11:24:10;0:02:00;27-01-17 11:22:10;27-01-17 11:24:10;1.999999996;Inv1;Textil;0.02;1.60;1.62;Inv4;6.40;Inv5;0.65
258;27-01-2017;11:23:00;T1;11:24:08;0:01:08;1.13333;11:26:03;0:01:55;27-01-17 11:24:08;27-01-17 11:26:03;1.916666664;Inv1;Textil;0.55;0.35;0.90;Inv4;1.40;Inv5;0.49
259;27-01-2017;11:23:00;T1;11:24:30;0:01:30;1.50000;11:25:01;0:00:31;27-01-17 11:24:30;27-01-17 11:25:01;0.516666672;Inv1;Medicamentos;0.08;5.94;6.02;Inv4;29.72;Inv5;0.66
260;27-01-2017;11:24:00;T1;11:26:11;0:02:11;2.18333;11:27:01;0:00:50;27-01-17 11:26:11;27-01-17 11:27:01;0.83333334;Inv1;Medicamentos;0.10;7.70;7.79;Inv4;23.09;Inv5;0.82
261;27-01-2017;11:25:00;T1;11:27:03;0:02:03;2.05000;11:28:41;0:01:38;27-01-17 11:27:03;27-01-17 11:28:41;1.633333338;Inv1;Textos ;0.48;1.24;1.72;Inv4;3.71;Inv5;0.63
266;27-01-2017;11:27:00;T1;11:30:20;0:03:20;3.33333;11:31:50;0:01:30;27-01-17 11:30:20;27-01-17 11:31:50;1.499999994;Inv1;Textos ;0.31;1.56;1.88;Inv4;7.82;Inv5;0.43
268;27-01-2017;11:31:00;T1;11:31:42;0:00:42;0.70000;11:34:47;0:03:05;27-01-17 11:31:42;27-01-17 11:34:47;3.083333342;Inv1;Textil;0.63;1.99;2.61;Inv4;9.93;Inv5;0.25
269;27-01-2017;11:31:00;T1;11:32:46;0:01:46;1.76667;11:34:21;0:01:35;27-01-17 11:32:46;27-01-17 11:34:21;1.583333326;Inv1;Textos ;1.08;0.22;1.30;Inv4;1.33;Inv5;0.33
273;27-01-2017;11:35:00;T1;11:37:29;0:02:29;2.48333;11:38:57;0:01:28;27-01-17 11:37:29;27-01-17 11:38:57;1.466666674;Inv1;Medicamentos;0.21;1.21;1.43;Inv4;6.06;Inv5;0.27
276;27-01-2017;11:36:00;T1;11:39:05;0:03:05;3.08333;11:41:20;0:02:15;27-01-17 11:39:05;27-01-17 11:41:20;2.249999992;Inv1;Textil;0.70;0.45;1.14;Inv4;2.68;Inv5;0.05
277;27-01-2017;11:37:00;T1;11:39:14;0:02:14;2.23333;11:40:18;0:01:04;27-01-17 11:39:14;27-01-17 11:40:18;1.066666675;Inv1;Medicamentos;0.14;0.79;0.93;Inv4;2.36;Inv5;0.94
278;27-01-2017;11:38:00;T1;11:40:21;0:02:21;2.35000;11:42:03;0:01:42;27-01-17 11:40:21;27-01-17 11:42:03;1.699999999;Inv1;Textil;0.13;1.60;1.73;Inv4;8.02;Inv5;0.05
279;27-01-2017;11:38:00;T1;11:40:35;0:02:35;2.58333;11:41:27;0:00:52;27-01-17 11:40:35;27-01-17 11:41:27;0.86666667;Inv1;Medicamentos;1.16;6.47;7.63;Inv4;32.33;Inv5;0.19
280;27-01-2017;11:40:00;T1;11:41:20;0:01:20;1.33333;11:42:50;0:01:30;27-01-17 11:41:20;27-01-17 11:42:50;1.500000005;Inv1;Textos ;0.32;0.08;0.39;Inv4;0.38;Inv5;0.05
281;27-01-2017;11:39:00;T1;11:41:42;0:02:42;2.70000;11:43:36;0:01:54;27-01-17 11:41:42;27-01-17 11:43:36;1.900000004;Inv1;Textos ;0.01;4.29;4.30;Inv4;12.88;Inv5;0.60
282;27-01-2017;11:40:00;T1;11:41:45;0:01:45;1.75000;11:42:33;0:00:48;27-01-17 11:41:45;27-01-17 11:42:33;0.799999998;Inv1;Medicamentos;3.16;0.21;3.37;Inv4;1.25;Inv5;0.90
283;27-01-2017;11:40:00;T1;11:42:18;0:02:18;2.30000;11:43:44;0:01:26;27-01-17 11:42:18;27-01-17 11:43:44;1.433333333;Inv1;Textil;0.50;0.66;1.16;Inv4;2.65;Inv5;0.47
284;27-01-2017;11:40:00;T1;11:43:05;0:03:05;3.08333;11:44:01;0:00:56;27-01-17 11:43:05;27-01-17 11:44:01;0.933333342;Inv1;Medicamentos;3.52;1.90;5.42;Inv4;5.70;Inv5;0.16
285;27-01-2017;11:41:00;T1;11:43:09;0:02:09;2.15000;11:45:21;0:02:12;27-01-17 11:43:09;27-01-17 11:45:21;2.200000001;Inv1;Textos ;1.73;1.19;2.92;Inv4;7.17;Inv5;0.14
288;27-01-2017;11:46:00;T1;11:47:00;0:01:00;1.00000;11:48:15;0:01:15;27-01-17 11:47:00;27-01-17 11:48:15;1.249999999;Inv1;Medicamentos;2.07;1.12;3.20;Inv4;3.37;Inv5;0.77
289;27-01-2017;11:47:00;T1;11:48:12;0:01:12;1.20000;11:49:55;0:01:43;27-01-17 11:48:12;27-01-17 11:49:55;1.71666667;Inv1;Textos ;1.37;0.83;2.19;Inv4;4.96;Inv5;0.93
290;27-01-2017;11:47:00;T1;11:48:18;0:01:18;1.30000;11:49:34;0:01:16;27-01-17 11:48:18;27-01-17 11:49:34;1.266666669;Inv1;Textos ;2.99;3.41;6.40;Inv4;13.64;Inv5;0.51
292;27-01-2017;11:50:00;T1;11:50:59;0:00:59;0.98333;11:52:39;0:01:40;27-01-17 11:50:59;27-01-17 11:52:39;1.666666669;Inv1;Textos ;0.41;5.27;5.67;Inv4;15.80;Inv5;0.74
293;27-01-2017;11:52:00;T1;11:53:49;0:01:49;1.81667;11:55:33;0:01:44;27-01-17 11:53:49;27-01-17 11:55:33;1.73333333;Inv1;Textos ;0.26;3.06;3.33;Inv4;15.32;Inv5;0.69
294;27-01-2017;11:53:00;T1;11:54:19;0:01:19;1.31667;11:55:44;0:01:25;27-01-17 11:54:19;27-01-17 11:55:44;1.416666663;Inv1;Textil;0.59;1.27;1.85;Inv4;5.07;Inv5;0.98
295;27-01-2017;11:57:00;T1;11:58:06;0:01:06;1.10000;11:59:25;0:01:19;27-01-17 11:58:06;27-01-17 11:59:25;1.316666671;Inv1;Textos ;2.20;3.85;6.05;Inv4;19.27;Inv5;0.07
297;27-01-2017;11:58:00;T1;11:59:17;0:01:17;1.28333;12:00:57;0:01:40;27-01-17 11:59:17;27-01-17 12:00:57;1.666666669;Inv1;Textos ;0.30;3.66;3.96;Inv4;10.99;Inv5;0.94
298;27-01-2017;11:58:00;T1;11:59:18;0:01:18;1.30000;11:59:20;0:00:02;27-01-17 11:59:18;27-01-17 11:59:20;0.033333331;Inv1;Medicamentos;0.95;6.56;7.51;Inv4;19.69;Inv5;0.15
299;27-01-2017;11:58:00;T1;11:59:32;0:01:32;1.53333;12:00:54;0:01:22;27-01-17 11:59:32;27-01-17 12:00:54;1.366666672;Inv1;Medicamentos;0.37;2.61;2.98;Inv4;7.82;Inv5;0.74
300;27-01-2017;11:59:00;T1;11:59:59;0:00:59;0.98333;12:01:22;0:01:23;27-01-17 11:59:59;27-01-17 12:01:22;1.383333342;Inv1;Textil;0.68;0.26;0.94;Inv4;0.78;Inv5;0.83
301;27-01-2017;11:59:00;T1;12:01:12;0:02:12;2.20000;12:03:06;0:01:54;27-01-17 12:01:12;27-01-17 12:03:06;1.900000004;Inv1;Textil;0.52;1.00;1.52;Inv4;4.99;Inv5;0.06
302;27-01-2017;11:59:00;T1;12:01:17;0:02:17;2.28333;12:02:52;0:01:35;27-01-17 12:01:17;27-01-17 12:02:52;1.583333337;Inv1;Textil;0.01;3.31;3.32;Inv4;9.92;Inv5;1.00
304;27-01-2017;12:00:00;T1;12:01:56;0:01:56;1.93333;12:05:00;0:03:04;27-01-17 12:01:56;27-01-17 12:05:00;3.066666661;Inv1;Bienes de lujo;0.28;1.26;1.54;Inv4;7.56;Inv5;0.57
307;27-01-2017;12:07:00;T1;12:07:20;0:00:20;0.33333;12:08:33;0:01:13;27-01-17 12:07:20;27-01-17 12:08:33;1.216666668;Inv1;Textil;0.04;0.59;0.63;Inv4;2.37;Inv5;0.37
308;27-01-2017;12:07:00;T1;12:08:02;0:01:02;1.03333;12:09:30;0:01:28;27-01-17 12:08:02;27-01-17 12:09:30;1.466666664;Inv1;Medicamentos;0.01;0.03;0.03;Inv4;0.08;Inv5;0.75
309;27-01-2017;12:07:00;T1;12:08:32;0:01:32;1.53333;12:10:02;0:01:30;27-01-17 12:08:32;27-01-17 12:10:02;1.499999994;Inv1;Textos ;0.01;3.24;3.25;Inv4;12.97;Inv5;0.20
310;27-01-2017;12:07:00;T1;12:08:49;0:01:49;1.81667;12:10:32;0:01:43;27-01-17 12:08:49;27-01-17 12:10:32;1.71666667;Inv1;Medicamentos;0.00;2.12;2.12;Inv4;10.58;Inv5;0.43
311;27-01-2017;12:07:00;T1;12:09:58;0:02:58;2.96667;12:11:15;0:01:17;27-01-17 12:09:58;27-01-17 12:11:15;1.283333329;Inv1;Medicamentos;0.03;0.93;0.96;Inv4;4.64;Inv5;0.03
312;27-01-2017;12:08:00;T1;12:10:22;0:02:22;2.36667;12:11:47;0:01:25;27-01-17 12:10:22;27-01-17 12:11:47;1.416666663;Inv1;Textos ;1.57;0.20;1.77;Inv4;0.79;Inv5;0.35
315;27-01-2017;12:11:00;T1;12:12:34;0:01:34;1.56667;12:13:19;0:00:45;27-01-17 12:12:34;27-01-17 12:13:19;0.749999997;Inv1;Medicamentos;0.40;1.16;1.56;Inv4;4.62;Inv5;0.85
316;27-01-2017;12:13:00;T1;12:14:22;0:01:22;1.36667;12:16:02;0:01:40;27-01-17 12:14:22;27-01-17 12:16:02;1.666666669;Inv1;Textil;1.25;0.53;1.78;Inv4;3.15;Inv5;0.96
318;27-01-2017;12:14:00;T1;12:15:29;0:01:29;1.48333;12:17:10;0:01:41;27-01-17 12:15:29;27-01-17 12:17:10;1.683333329;Inv1;Textil;0.58;0.53;1.11;Inv4;3.16;Inv5;0.17
319;27-01-2017;12:15:00;T1;12:17:29;0:02:29;2.48333;12:18:47;0:01:18;27-01-17 12:17:29;27-01-17 12:18:47;1.3;Inv1;Medicamentos;0.04;1.65;1.69;Inv4;9.90;Inv5;0.48
320;27-01-2017;12:17:00;T1;12:19:03;0:02:03;2.05000;12:20:07;0:01:04;27-01-17 12:19:03;27-01-17 12:20:07;1.066666665;Inv1;Medicamentos;0.14;1.11;1.25;Inv4;5.53;Inv5;0.06
321;27-01-2017;12:18:00;T1;12:19:05;0:01:05;1.08333;12:20:31;0:01:26;27-01-17 12:19:05;27-01-17 12:20:31;1.433333333;Inv1;Textos ;0.39;0.94;1.33;Inv4;2.81;Inv5;0.46
322;27-01-2017;12:20:00;T1;12:21:20;0:01:20;1.33333;12:21:48;0:00:28;27-01-17 12:21:20;27-01-17 12:21:48;0.466666671;Inv1;Medicamentos;0.44;4.24;4.68;Inv4;21.18;Inv5;0.88
323;27-01-2017;12:20:00;T1;12:21:31;0:01:31;1.51667;12:22:32;0:01:01;27-01-17 12:21:31;27-01-17 12:22:32;1.016666663;Inv1;Medicamentos;0.32;0.94;1.26;Inv4;4.69;Inv5;0.68
325;27-01-2017;12:21:00;T1;12:22:16;0:01:16;1.26667;12:22:31;0:00:15;27-01-17 12:22:16;27-01-17 12:22:31;0.250000006;Inv1;Textos ;0.74;0.67;1.41;Inv4;2.02;Inv5;0.69
327;27-01-2017;12:23:00;T1;12:24:20;0:01:20;1.33333;12:25:39;0:01:19;27-01-17 12:24:20;27-01-17 12:25:39;1.316666671;Inv1;Textil;0.06;1.06;1.12;Inv4;5.28;Inv5;0.65
328;27-01-2017;12:26:00;T1;12:26:56;0:00:56;0.93333;12:28:21;0:01:25;27-01-17 12:26:56;27-01-17 12:28:21;1.416666663;Inv1;Textos ;0.13;0.04;0.17;Inv4;0.12;Inv5;0.71
329;27-01-2017;12:26:00;T1;12:27:21;0:01:21;1.35000;12:28:46;0:01:25;27-01-17 12:27:21;27-01-17 12:28:46;1.416666663;Inv1;Textos ;0.23;3.46;3.69;Inv4;13.84;Inv5;0.63
330;27-01-2017;12:26:00;T1;12:27:25;0:01:25;1.41667;12:29:23;0:01:58;27-01-17 12:27:25;27-01-17 12:29:23;1.966666665;Inv1;Textos ;1.08;0.28;1.36;Inv4;1.42;Inv5;0.85
331;27-01-2017;12:28:00;T1;12:29:01;0:01:01;1.01667;12:30:31;0:01:30;27-01-17 12:29:01;27-01-17 12:30:31;1.499999994;Inv1;Textos ;0.73;0.51;1.23;Inv4;1.53;Inv5;0.43
333;27-01-2017;12:27:00;T1;12:29:50;0:02:50;2.83333;12:31:38;0:01:48;27-01-17 12:29:50;27-01-17 12:31:38;1.800000002;Inv1;Medicamentos;0.79;0.21;1.00;Inv4;0.83;Inv5;0.68
335;27-01-2017;12:33:00;T1;12:33:46;0:00:46;0.76667;12:35:16;0:01:30;27-01-17 12:33:46;27-01-17 12:35:16;1.499999994;Inv1;Medicamentos;0.13;0.86;0.99;Inv4;3.44;Inv5;0.47
336;27-01-2017;12:33:00;T1;12:34:13;0:01:13;1.21667;12:35:24;0:01:11;27-01-17 12:34:13;27-01-17 12:35:24;1.183333327;Inv1;Medicamentos;0.51;5.64;6.16;Inv4;28.22;Inv5;0.05
337;27-01-2017;12:34:00;T1;12:34:58;0:00:58;0.96667;12:36:26;0:01:28;27-01-17 12:34:58;27-01-17 12:36:26;1.466666664;Inv1;Textos ;0.01;0.15;0.15;Inv4;0.44;Inv5;0.40
340;27-01-2017;12:36:00;T1;12:36:46;0:00:46;0.76667;12:38:21;0:01:35;27-01-17 12:36:46;27-01-17 12:38:21;1.583333326;Inv1;Textos ;0.02;0.17;0.18;Inv4;1.01;Inv5;0.56
341;27-01-2017;12:36:00;T1;12:36:56;0:00:56;0.93333;12:38:50;0:01:54;27-01-17 12:36:56;27-01-17 12:38:50;1.900000004;Inv1;Textos ;0.17;0.49;0.65;Inv4;1.46;Inv5;0.05
343;27-01-2017;12:37:00;T1;12:38:13;0:01:13;1.21667;12:40:26;0:02:13;27-01-17 12:38:13;27-01-17 12:40:26;2.216666671;Inv1;Textos ;0.68;6.39;7.08;Inv4;25.58;Inv5;0.22
344;27-01-2017;12:38:00;T1;12:38:41;0:00:41;0.68333;12:40:46;0:02:05;27-01-17 12:38:41;27-01-17 12:40:46;2.083333328;Inv1;Textil;0.07;0.49;0.56;Inv4;2.43;Inv5;0.10
345;27-01-2017;12:23:00;T1;12:39:03;0:16:03;16.05000;12:40:47;0:01:44;27-01-17 12:39:03;27-01-17 12:40:47;1.73333333;Inv1;Medicamentos;0.57;0.02;0.59;Inv4;0.08;Inv5;0.07
346;27-01-2017;12:38:00;T1;12:40:38;0:02:38;2.63333;12:42:13;0:01:35;27-01-17 12:40:38;27-01-17 12:42:13;1.583333337;Inv1;Textos ;0.41;0.89;1.30;Inv4;3.57;Inv5;0.04
348;27-01-2017;12:38:00;T1;12:42:31;0:04:31;4.51667;12:43:59;0:01:28;27-01-17 12:42:31;27-01-17 12:43:59;1.466666674;Inv1;Textil;1.53;0.09;1.62;Inv4;0.46;Inv5;0.59
351;27-01-2017;12:41:00;T1;12:43:46;0:02:46;2.76667;12:45:18;0:01:32;27-01-17 12:43:46;27-01-17 12:45:18;1.533333325;Inv1;Textos ;0.90;0.30;1.20;Inv4;1.50;Inv5;0.15
353;27-01-2017;12:43:00;T1;12:44:15;0:01:15;1.25000;12:45:10;0:00:55;27-01-17 12:44:15;27-01-17 12:45:10;0.916666661;Inv1;Medicamentos;0.26;0.13;0.39;Inv4;0.67;Inv5;0.89
354;27-01-2017;12:41:00;T1;12:44:25;0:03:25;3.41667;12:46:06;0:01:41;27-01-17 12:44:25;27-01-17 12:46:06;1.683333329;Inv1;Textil;0.54;0.89;1.43;Inv4;4.46;Inv5;0.08
355;27-01-2017;12:43:00;T1;12:45:43;0:02:43;2.71667;12:47:00;0:01:17;27-01-17 12:45:43;27-01-17 12:47:00;1.283333329;Inv1;Medicamentos;0.99;0.38;1.37;Inv4;1.15;Inv5;0.86
356;27-01-2017;12:43:00;T1;12:45:45;0:02:45;2.75000;12:46:35;0:00:50;27-01-17 12:45:45;27-01-17 12:46:35;0.83333334;Inv1;Medicamentos;0.27;0.80;1.07;Inv4;3.99;Inv5;0.47
358;27-01-2017;12:38:00;T1;12:49:04;0:11:04;11.06667;12:50:34;0:01:30;27-01-17 12:49:04;27-01-17 12:50:34;1.500000005;Inv1;Textos ;0.64;0.10;0.73;Inv4;0.48;Inv5;0.85
360;27-01-2017;12:50:00;T1;12:51:01;0:01:01;1.01667;12:51:51;0:00:50;27-01-17 12:51:01;27-01-17 12:51:51;0.833333329;Inv1;Medicamentos;0.19;0.73;0.92;Inv4;4.39;Inv5;0.83
363;27-01-2017;12:52:00;T1;12:53:22;0:01:22;1.36667;12:54:27;0:01:05;27-01-17 12:53:22;27-01-17 12:54:27;1.083333335;Inv1;Medicamentos;0.01;0.54;0.55;Inv4;2.17;Inv5;0.59
366;27-01-2017;12:53:00;T1;12:57:35;0:04:35;4.58333;12:59:39;0:02:04;27-01-17 12:57:35;27-01-17 12:59:39;2.066666668;Inv1;Textil;2.33;0.66;3.00;Inv4;3.98;Inv5;0.72
367;27-01-2017;12:57:00;T1;12:57:46;0:00:46;0.76667;12:58:04;0:00:18;27-01-17 12:57:46;27-01-17 12:58:04;0.299999997;Inv1;Medicamentos;2.18;0.03;2.21;Inv4;0.12;Inv5;0.63
368;27-01-2017;12:59:00;T1;12:59:39;0:00:39;0.65000;13:01:18;0:01:39;27-01-17 12:59:39;27-01-17 13:01:18;1.649999998;Inv1;Textos ;3.15;0.15;3.31;Inv4;0.93;Inv5;0.76
369;27-01-2017;12:58:00;T1;13:00:14;0:02:14;2.23333;13:02:28;0:02:14;27-01-17 13:00:14;27-01-17 13:02:28;2.233333332;Inv1;Textil;0.55;0.33;0.88;Inv4;0.98;Inv5;0.68
370;27-01-2017;13:00:00;T1;13:00:52;0:00:52;0.86667;13:01:31;0:00:39;27-01-17 13:00:52;27-01-17 13:01:31;0.649999995;Inv1;Medicamentos;2.10;0.27;2.37;Inv4;0.81;Inv5;0.13
371;27-01-2017;12:58:00;T1;13:01:35;0:03:35;3.58333;13:03:24;0:01:49;27-01-17 13:01:35;27-01-17 13:03:24;1.816666662;Inv1;Textil;0.51;0.02;0.53;Inv4;0.09;Inv5;0.50
372;27-01-2017;13:01:00;T1;13:02:32;0:01:32;1.53333;13:04:41;0:02:09;27-01-17 13:02:32;27-01-17 13:04:41;2.15;Inv1;Textos ;3.37;1.86;5.23;Inv4;9.28;Inv5;0.17
373;27-01-2017;13:01:00;T1;13:02:41;0:01:41;1.68333;13:04:01;0:01:20;27-01-17 13:02:41;27-01-17 13:04:01;1.333333341;Inv1;Textos ;0.29;4.27;4.56;Inv4;25.60;Inv5;0.39
375;27-01-2017;13:01:00;T1;13:04:21;0:03:21;3.35000;13:05:34;0:01:13;27-01-17 13:04:21;27-01-17 13:05:34;1.216666668;Inv1;Textos ;0.58;0.07;0.65;Inv4;0.37;Inv5;0.80
376;27-01-2017;13:02:00;T1;13:05:01;0:03:01;3.01667;13:06:02;0:01:01;27-01-17 13:05:01;27-01-17 13:06:02;1.016666674;Inv1;Textos ;0.20;0.58;0.78;Inv4;2.90;Inv5;0.04
377;27-01-2017;13:03:00;T1;13:05:34;0:02:34;2.56667;13:06:52;0:01:18;27-01-17 13:05:34;27-01-17 13:06:52;1.3;Inv1;Textos ;3.78;6.92;10.70;Inv4;20.75;Inv5;0.67
382;27-01-2017;13:06:00;T1;13:07:18;0:01:18;1.30000;13:08:35;0:01:17;27-01-17 13:07:18;27-01-17 13:08:35;1.28333334;Inv1;Textos ;0.64;0.07;0.71;Inv4;0.42;Inv5;0.08
383;27-01-2017;13:07:00;T1;13:08:11;0:01:11;1.18333;13:10:16;0:02:05;27-01-17 13:08:11;27-01-17 13:10:16;2.083333328;Inv1;Textil;1.02;0.22;1.23;Inv4;0.86;Inv5;0.94
384;27-01-2017;13:07:00;T1;13:08:47;0:01:47;1.78333;13:10:36;0:01:49;27-01-17 13:08:47;27-01-17 13:10:36;1.816666672;Inv1;Textos ;1.08;0.66;1.75;Inv4;2.66;Inv5;0.65
385;27-01-2017;13:09:00;T1;13:09:46;0:00:46;0.76667;13:11:22;0:01:36;27-01-17 13:09:46;27-01-17 13:11:22;1.600000007;Inv1;Textil;0.99;0.08;1.07;Inv4;0.31;Inv5;0.33
387;27-01-2017;13:10:00;T1;13:11:07;0:01:07;1.11667;13:12:32;0:01:25;27-01-17 13:11:07;27-01-17 13:12:32;1.416666673;Inv1;Textil;0.18;0.31;0.49;Inv4;1.55;Inv5;0.34
388;27-01-2017;13:08:00;T1;13:11:16;0:03:16;3.26667;13:12:45;0:01:29;27-01-17 13:11:16;27-01-17 13:12:45;1.483333334;Inv1;Textil;0.00;0.37;0.38;Inv4;1.87;Inv5;0.73
389;27-01-2017;13:11:00;T1;13:12:22;0:01:22;1.36667;13:13:59;0:01:37;27-01-17 13:12:22;27-01-17 13:13:59;1.616666667;Inv1;Textos ;0.27;4.05;4.32;Inv4;20.27;Inv5;0.48
390;27-01-2017;13:10:00;T1;13:12:45;0:02:45;2.75000;13:13:41;0:00:56;27-01-17 13:12:45;27-01-17 13:13:41;0.933333331;Inv1;Medicamentos;0.27;4.24;4.51;Inv4;25.42;Inv5;0.25
392;27-01-2017;13:12:00;T1;13:13:36;0:01:36;1.60000;13:14:41;0:01:05;27-01-17 13:13:36;27-01-17 13:14:41;1.083333335;Inv1;Medicamentos;0.02;4.04;4.05;Inv4;12.11;Inv5;0.45
393;27-01-2017;13:13:00;T1;13:14:21;0:01:21;1.35000;13:16:11;0:01:50;27-01-17 13:14:21;27-01-17 13:16:11;1.833333332;Inv1;Textos ;0.00;0.07;0.07;Inv4;0.20;Inv5;0.65
396;27-01-2017;13:15:00;T1;13:16:26;0:01:26;1.43333;13:17:51;0:01:25;27-01-17 13:16:26;27-01-17 13:17:51;1.416666663;Inv1;Textos ;0.00;2.73;2.73;Inv4;10.92;Inv5;0.89
398;27-01-2017;13:16:00;T1;13:17:10;0:01:10;1.16667;13:18:43;0:01:33;27-01-17 13:17:10;27-01-17 13:18:43;1.550000006;Inv1;Textos ;0.02;1.14;1.16;Inv4;5.71;Inv5;0.26
399;27-01-2017;13:12:00;T1;13:18:30;0:06:30;6.50000;13:19:45;0:01:15;27-01-17 13:18:30;27-01-17 13:19:45;1.249999999;Inv1;Medicamentos;0.02;0.66;0.68;Inv4;1.97;Inv5;0.37
400;27-01-2017;13:12:00;T1;13:18:34;0:06:34;6.56667;13:19:48;0:01:14;27-01-17 13:18:34;27-01-17 13:19:48;1.233333339;Inv1;Medicamentos;0.16;0.04;0.20;Inv4;0.16;Inv5;0.52
402;27-01-2017;13:18:00;T1;13:19:57;0:01:57;1.95000;13:22:36;0:02:39;27-01-17 13:19:57;27-01-17 13:22:36;2.650000001;Inv1;Medicamentos;0.37;1.25;1.62;Inv4;6.23;Inv5;0.73
403;27-01-2017;13:22:00;T1;13:23:00;0:01:00;1.00000;13:24:35;0:01:35;27-01-17 13:23:00;27-01-17 13:24:35;1.583333337;Inv1;Textos ;0.46;1.67;2.13;Inv4;10.00;Inv5;0.01
404;27-01-2017;13:22:00;T1;13:23:24;0:01:24;1.40000;13:25:26;0:02:02;27-01-17 13:23:24;27-01-17 13:25:26;2.033333337;Inv1;Textos ;0.00;0.05;0.05;Inv4;0.15;Inv5;0.93
405;27-01-2017;13:24:00;T1;13:25:10;0:01:10;1.16667;13:26:15;0:01:05;27-01-17 13:25:10;27-01-17 13:26:15;1.083333335;Inv1;Medicamentos;0.08;0.06;0.14;Inv4;0.34;Inv5;0.66
406;27-01-2017;13:25:00;T1;13:26:03;0:01:03;1.05000;13:29:38;0:03:35;27-01-17 13:26:03;27-01-17 13:29:38;3.583333333;Inv1;Textos ;1.09;0.19;1.28;Inv4;0.57;Inv5;0.55
408;27-01-2017;13:25:00;T1;13:26:35;0:01:35;1.58333;13:28:10;0:01:35;27-01-17 13:26:35;27-01-17 13:28:10;1.583333337;Inv1;Textos ;0.48;0.01;0.49;Inv4;0.06;Inv5;0.04
409;27-01-2017;13:26:00;T1;13:28:02;0:02:02;2.03333;13:29:22;0:01:20;27-01-17 13:28:02;27-01-17 13:29:22;1.333333331;Inv1;Textos ;0.41;0.40;0.81;Inv4;1.60;Inv5;0.46
411;27-01-2017;13:27:00;T1;13:29:58;0:02:58;2.96667;13:31:27;0:01:29;27-01-17 13:29:58;27-01-17 13:31:27;1.483333334;Inv1;Textos ;0.86;0.09;0.95;Inv4;0.36;Inv5;0.83
412;27-01-2017;13:10:00;T1;13:30:02;0:20:02;20.03333;13:31:12;0:01:10;27-01-17 13:30:02;27-01-17 13:31:12;1.166666667;Inv1;Textos ;0.10;1.63;1.74;Inv4;6.53;Inv5;0.04
413;27-01-2017;13:29:00;T1;13:30:07;0:01:07;1.11667;13:31:12;0:01:05;27-01-17 13:30:07;27-01-17 13:31:12;1.083333335;Inv1;Textos ;0.40;4.51;4.90;Inv4;13.52;Inv5;0.68
414;27-01-2017;13:27:00;T1;13:31:47;0:04:47;4.78333;13:33:39;0:01:52;27-01-17 13:31:47;27-01-17 13:33:39;1.866666673;Inv1;Textos ;0.61;2.70;3.31;Inv4;16.22;Inv5;0.61
415;27-01-2017;13:31:00;T1;13:31:58;0:00:58;0.96667;13:33:32;0:01:34;27-01-17 13:31:58;27-01-17 13:33:32;1.566666666;Inv1;Textil;0.75;3.38;4.12;Inv4;16.88;Inv5;0.59
416;27-01-2017;13:32:00;T1;13:33:28;0:01:28;1.46667;13:34:36;0:01:08;27-01-17 13:33:28;27-01-17 13:34:36;1.133333326;Inv1;Textos ;0.47;1.56;2.03;Inv4;4.68;Inv5;0.84
417;27-01-2017;13:32:00;T1;13:33:47;0:01:47;1.78333;13:35:02;0:01:15;27-01-17 13:33:47;27-01-17 13:35:02;1.249999999;Inv1;Textos ;1.32;4.00;5.31;Inv4;11.99;Inv5;0.63
418;27-01-2017;13:31:00;T1;13:34:01;0:03:01;3.01667;13:36:22;0:02:21;27-01-17 13:34:01;27-01-17 13:36:22;2.350000005;Inv1;Textos ;0.19;4.78;4.97;Inv4;28.67;Inv5;0.44
420;27-01-2017;13:36:00;T1;13:36:52;0:00:52;0.86667;13:39:17;0:02:25;27-01-17 13:36:52;27-01-17 13:39:17;2.416666666;Inv1;Textos ;0.11;1.39;1.50;Inv4;6.93;Inv5;0.10
421;27-01-2017;13:37:00;T1;13:38:30;0:01:30;1.50000;13:39:41;0:01:11;27-01-17 13:38:30;27-01-17 13:39:41;1.183333338;Inv1;Textil;0.15;0.08;0.24;Inv4;0.49;Inv5;0.56
422;27-01-2017;13:38:00;T1;13:39:12;0:01:12;1.20000;13:40:51;0:01:39;27-01-17 13:39:12;27-01-17 13:40:51;1.649999998;Inv1;Textil;0.08;4.38;4.46;Inv4;26.26;Inv5;0.57
423;27-01-2017;13:38:00;T1;13:41:02;0:03:02;3.03333;13:42:37;0:01:35;27-01-17 13:41:02;27-01-17 13:42:37;1.583333337;Inv1;Textil;0.16;0.04;0.20;Inv4;0.15;Inv5;0.79
